transactionID,amount,timestamp,transactionType
T_BJ9RM7PY,1323.04,2025-01-01T20:40:00,CREDIT
T_ZCFZW0LD,15.36,2025-01-01T20:47:00,DEBIT
T_DDPUSDDT,1195.86,2025-01-01T20:52:00,DEBIT
T_ND669UGN,281.99,2025-01-01T20:57:00,DEBIT
T_GJK2N7ZR,1235.25,2025-01-01T21:03:00,TRANSFER
T_8LW2LM34,1948.58,2025-01-01T21:06:00,DEBIT
T_HL88KZRU,488.64,2025-01-01T21:13:00,DEBIT
T_N7H9G1A0,1886.23,2025-01-01T21:16:00,DEBIT
T_Y32ORWIX,1431.9,2025-01-01T21:23:00,TRANSFER
T_UT75PB8Z,1625.53,2025-01-01T21:29:00,CREDIT
T_1XMXB9YO,1506.6,2025-01-01T21:33:00,TRANSFER
T_H0UYHNQY,1382.42,2025-01-01T21:36:00,DEBIT
T_K7D30MM2,1044.62,2025-01-01T21:42:00,DEBIT
T_ZLK3E4XY,332.89,2025-01-01T21:46:00,CREDIT
T_LPQ2WGXO,1476.09,2025-01-01T21:51:00,DEBIT
T_AHKZ2U2T,734.76,2025-01-01T21:56:00,DEBIT
T_5SXVWVM4,1236.64,2025-01-01T22:02:00,CREDIT
T_EEKGYSPE,770.5,2025-01-01T22:06:00,DEBIT
T_77GGKG4W,1731.72,2025-01-01T22:10:00,DEBIT
T_NUXORZPG,1132.97,2025-01-01T22:16:00,DEBIT
T_TGQ01TEE,1551.35,2025-01-01T22:22:00,CREDIT
T_1PHP0XI5,69.3,2025-01-01T22:27:00,DEBIT
T_P91I3VMZ,1267.38,2025-01-01T22:31:00,CREDIT
T_32UTVG9K,1147.61,2025-01-01T22:39:00,CREDIT
T_82795E5I,1424.23,2025-01-01T22:41:00,CREDIT
T_UJOQW5DS,560.06,2025-01-01T22:47:00,DEBIT
T_A100QXMC,1071.18,2025-01-01T22:51:00,DEBIT
T_J3MUURMY,101.58,2025-01-01T22:55:00,CREDIT
T_A7FQ9P96,1764.88,2025-01-01T23:02:00,TRANSFER
T_JXJN6FOK,1400.39,2025-01-01T23:06:00,DEBIT
T_DHCVSQAM,245.58,2025-01-01T23:13:00,CREDIT
T_ID3DNKN3,1749.62,2025-01-01T23:16:00,TRANSFER
T_VFMH07WP,438.4,2025-01-01T23:20:00,TRANSFER
T_0MP2IXIV,1443.75,2025-01-01T23:27:00,CREDIT
T_5HVGOX22,482.49,2025-01-01T23:33:00,TRANSFER
T_VT997E4U,734.0,2025-01-01T23:36:00,DEBIT
T_VAH78OKZ,1535.38,2025-01-01T23:43:00,CREDIT
T_TWJLSH3T,784.51,2025-01-01T23:45:00,DEBIT
T_8II7EWBX,1317.81,2025-01-01T23:51:00,TRANSFER
T_ZF8S2ZGE,1563.34,2025-01-01T23:57:00,CREDIT
T_6MPSJ9WR,1024.01,2025-01-02T00:00:00,DEBIT
T_NJDU0ISB,1726.54,2025-01-02T00:06:00,TRANSFER
T_7G8B2ZXI,500.29,2025-01-02T00:12:00,DEBIT
T_NS6G298C,932.86,2025-01-02T00:17:00,DEBIT
T_QNK20IN8,1995.59,2025-01-02T00:21:00,CREDIT
T_2F7ATWYA,673.36,2025-01-02T00:28:00,CREDIT
T_H9P89FKB,466.79,2025-01-02T00:34:00,DEBIT
T_Q0USWOVC,1326.58,2025-01-02T00:36:00,TRANSFER
T_L2Z0LJCH,1560.97,2025-01-02T00:44:00,TRANSFER
T_QLEM1QQ4,185.39,2025-01-02T00:47:00,CREDIT
T_H4FZ8OBK,1641.08,2025-01-02T00:51:00,TRANSFER
T_UTDD2EC2,448.46,2025-01-02T00:56:00,DEBIT
T_7DV7C9HX,1619.55,2025-01-02T01:00:00,DEBIT
T_B7P0RNPM,1817.07,2025-01-02T01:07:00,DEBIT
T_BWIKOTCK,278.79,2025-01-02T01:11:00,CREDIT
T_I9TANZR2,691.35,2025-01-02T01:19:00,CREDIT
T_GLH62C9T,1534.85,2025-01-02T01:21:00,TRANSFER
T_IT2018U9,779.9,2025-01-02T01:26:00,TRANSFER
T_3Z6BZ8UU,380.53,2025-01-02T01:33:00,CREDIT
T_BCVARLW3,684.81,2025-01-02T01:36:00,DEBIT
T_V71448N7,794.21,2025-01-02T01:40:00,DEBIT
T_90PXRLZU,1779.75,2025-01-02T01:49:00,DEBIT
T_3N0KGAZU,1702.26,2025-01-02T01:54:00,TRANSFER
T_78HU7F0I,1964.85,2025-01-02T01:56:00,CREDIT
T_ZX5QJICJ,220.53,2025-01-02T02:00:00,TRANSFER
T_PFO5MN32,1158.22,2025-01-02T02:06:00,TRANSFER
T_4KL8CGN0,1096.36,2025-01-02T02:10:00,DEBIT
T_RB7F6FDH,384.02,2025-01-02T02:19:00,CREDIT
T_JKIBU4FM,858.07,2025-01-02T02:22:00,CREDIT
T_HAGKC4LO,980.75,2025-01-02T02:27:00,TRANSFER
T_G5NQJQIJ,127.97,2025-01-02T02:30:00,TRANSFER
T_T8VT43PT,1734.45,2025-01-02T02:38:00,CREDIT
T_KO4BUSU9,299.16,2025-01-02T02:43:00,TRANSFER
T_GBCYH3FV,642.9,2025-01-02T02:45:00,TRANSFER
T_T4S7AZV2,229.48,2025-01-02T02:51:00,TRANSFER
T_177UDKTM,824.73,2025-01-02T02:58:00,CREDIT
T_RGOWYOO5,1382.57,2025-01-02T03:00:00,CREDIT
T_6A3KKRZD,1738.46,2025-01-02T03:06:00,DEBIT
T_3JPXGH30,1520.19,2025-01-02T03:12:00,TRANSFER
T_CZO2SUG5,405.45,2025-01-02T03:15:00,TRANSFER
T_7ZJ3SWEB,748.07,2025-01-02T03:24:00,DEBIT
T_VMF60YKN,330.0,2025-01-02T03:29:00,TRANSFER
T_IHXS58YR,268.97,2025-01-02T03:31:00,CREDIT
T_J2K8XPNM,507.74,2025-01-02T03:38:00,DEBIT
T_WVA984UV,568.94,2025-01-02T03:40:00,DEBIT
T_X5JZ6KF1,1799.88,2025-01-02T03:49:00,DEBIT
T_FARK6O0U,1989.53,2025-01-02T03:51:00,DEBIT
T_YWR7MKGX,1118.7,2025-01-02T03:57:00,TRANSFER
T_J31GYMDM,1489.7,2025-01-02T04:02:00,DEBIT
T_NVQEBWUW,947.08,2025-01-02T04:06:00,CREDIT
T_NKB4EHOU,1813.71,2025-01-02T04:13:00,TRANSFER
T_GCL9LCQH,1548.22,2025-01-02T04:19:00,TRANSFER
T_2EPPPRAT,1462.66,2025-01-02T04:20:00,DEBIT
T_GYWIYMEN,1179.4,2025-01-02T04:26:00,TRANSFER
T_8QSSPYE9,982.91,2025-01-02T04:31:00,TRANSFER
T_OI0E0VGN,1302.83,2025-01-02T04:35:00,DEBIT
T_1WVBD4BE,891.41,2025-01-02T04:40:00,CREDIT
T_FZWKXXJV,278.64,2025-01-02T04:45:00,CREDIT
T_K2RV239M,822.46,2025-01-02T04:51:00,TRANSFER
T_H7LAY64Y,302.54,2025-01-02T04:55:00,CREDIT
T_6XQ9JB35,1705.24,2025-01-02T05:02:00,CREDIT
T_E46AEXL6,1910.4,2025-01-02T05:07:00,CREDIT
T_MEOQ4YRP,1772.82,2025-01-02T05:11:00,TRANSFER
T_C7FOV2YG,762.6,2025-01-02T05:17:00,CREDIT
T_506RR5PC,1311.67,2025-01-02T05:20:00,CREDIT
T_1UU9YMSZ,195.01,2025-01-02T05:26:00,DEBIT
T_XF36WA7S,941.23,2025-01-02T05:33:00,TRANSFER
T_LLKSTN3C,891.16,2025-01-02T05:39:00,DEBIT
T_QERXDOUA,186.34,2025-01-02T05:44:00,CREDIT
T_SHY8NBIQ,1122.5,2025-01-02T05:49:00,CREDIT
T_NQDXAMW2,1097.64,2025-01-02T05:52:00,CREDIT
T_FFZZDVG7,788.83,2025-01-02T05:58:00,TRANSFER
T_1BWYE6QV,1010.87,2025-01-02T06:03:00,TRANSFER
T_TPV726YG,1631.41,2025-01-02T06:05:00,DEBIT
T_5SN961J8,1941.13,2025-01-02T06:13:00,TRANSFER
T_Z0KZ4Z7W,405.77,2025-01-02T06:19:00,CREDIT
T_7EZ9GTWZ,1522.75,2025-01-02T06:24:00,DEBIT
T_ZY6T5PAD,764.84,2025-01-02T06:25:00,CREDIT
T_1FKJ4YK1,69.45,2025-01-02T06:33:00,TRANSFER
T_050UI22K,1330.66,2025-01-02T06:38:00,DEBIT
T_LTAJW253,1823.42,2025-01-02T06:42:00,CREDIT
T_H0GQ9C80,243.11,2025-01-02T06:45:00,DEBIT
T_EVJLZFFL,106.46,2025-01-02T06:54:00,CREDIT
T_UM2LHGCS,834.78,2025-01-02T06:59:00,DEBIT
T_5XLK8WRU,1505.51,2025-01-02T07:00:00,TRANSFER
T_IX7IB5N2,231.18,2025-01-02T07:07:00,CREDIT
T_63N2QB6G,1030.22,2025-01-02T07:10:00,TRANSFER
T_WHWHY4H3,1757.88,2025-01-02T07:18:00,CREDIT
T_YAZBCGJC,1644.13,2025-01-02T07:22:00,DEBIT
T_OLOEAZC0,95.81,2025-01-02T07:25:00,DEBIT
T_KYVK7N3B,316.87,2025-01-02T07:31:00,TRANSFER
T_2T8FY620,749.4,2025-01-02T07:35:00,CREDIT
T_EAVT8K06,690.98,2025-01-02T07:43:00,CREDIT
T_FH4GG244,1865.08,2025-01-02T07:49:00,DEBIT
T_KCD0RLEX,204.59,2025-01-02T07:54:00,TRANSFER
T_RLXYFU38,341.44,2025-01-02T07:57:00,TRANSFER
T_0P4E05QM,614.42,2025-01-02T08:04:00,TRANSFER
T_CK36H0W0,1784.75,2025-01-02T08:09:00,CREDIT
T_U1HBJ6TX,301.52,2025-01-02T08:13:00,TRANSFER
T_0KQSOSX4,1614.05,2025-01-02T08:19:00,CREDIT
T_FFUU5F07,85.64,2025-01-02T08:23:00,TRANSFER
T_IYS2N75B,1298.81,2025-01-02T08:25:00,CREDIT
T_J0UUNNV6,160.29,2025-01-02T08:32:00,DEBIT
T_O3M25A5P,463.83,2025-01-02T08:39:00,CREDIT
T_GNZEI3ZR,960.24,2025-01-02T08:41:00,CREDIT
T_OIEVES6F,336.85,2025-01-02T08:46:00,CREDIT
T_W5038HVQ,965.93,2025-01-02T08:51:00,DEBIT
T_U1WSGY7V,142.34,2025-01-02T08:58:00,DEBIT
T_H4SPFDRW,82.88,2025-01-02T09:04:00,CREDIT
T_REV361XS,743.9,2025-01-02T09:05:00,CREDIT
T_7R1M264U,853.85,2025-01-02T09:12:00,DEBIT
T_4K5OGZ2U,240.07,2025-01-02T09:15:00,DEBIT
T_2ODPVJTU,1225.7,2025-01-02T09:23:00,TRANSFER
T_UGUR9U1O,280.45,2025-01-02T09:25:00,CREDIT
T_ZFHOMTZZ,325.67,2025-01-02T09:30:00,TRANSFER
T_7PCHCBN9,1229.86,2025-01-02T09:39:00,DEBIT
T_83XPHX2K,72.05,2025-01-02T09:44:00,CREDIT
T_WYMX9DJO,1340.98,2025-01-02T09:48:00,CREDIT
T_0CDK36M8,556.63,2025-01-02T09:54:00,TRANSFER
T_UJODCK82,1913.64,2025-01-02T09:59:00,CREDIT
T_8U118QQV,59.56,2025-01-02T10:00:00,DEBIT
T_2HZ2OMTZ,530.38,2025-01-02T10:07:00,TRANSFER
T_3C7RM6J8,1367.8,2025-01-02T10:11:00,DEBIT
T_05HHIWFD,1840.78,2025-01-02T10:18:00,CREDIT
T_TBRWR965,984.16,2025-01-02T10:24:00,DEBIT
T_UB2RTSOY,353.73,2025-01-02T10:25:00,CREDIT
T_YAHULWJT,478.09,2025-01-02T10:33:00,CREDIT
T_RHZN4KGE,1153.91,2025-01-02T10:36:00,TRANSFER
T_IPNF8F3G,1001.7,2025-01-02T10:44:00,CREDIT
T_RJ4BDFHJ,1678.75,2025-01-02T10:45:00,DEBIT
T_MU7JAE58,401.92,2025-01-02T10:54:00,CREDIT
T_9KLS1QCW,930.19,2025-01-02T10:56:00,TRANSFER
T_MWU4CFIL,586.26,2025-01-02T11:02:00,CREDIT
T_5270SQG4,254.45,2025-01-02T11:06:00,CREDIT
T_0HOD7RB1,1050.35,2025-01-02T11:10:00,TRANSFER
T_D7OI0PES,345.36,2025-01-02T11:15:00,CREDIT
T_LR9TJQ8Z,358.19,2025-01-02T11:24:00,DEBIT
T_5PXT6RID,619.2,2025-01-02T11:28:00,DEBIT
T_A34MQA78,956.75,2025-01-02T11:30:00,DEBIT
T_IANOUOF0,782.5,2025-01-02T11:38:00,TRANSFER
T_WS2WYJXT,541.3,2025-01-02T11:41:00,TRANSFER
T_DQQZRLF8,49.15,2025-01-02T11:45:00,DEBIT
T_PADAHP2R,745.94,2025-01-02T11:50:00,DEBIT
T_8C1CQG43,1657.36,2025-01-02T11:55:00,CREDIT
T_9I9H0DXH,781.3,2025-01-02T12:02:00,DEBIT
T_B7SJWH55,439.49,2025-01-02T12:05:00,TRANSFER
T_A2VOI8UY,1378.37,2025-01-02T12:11:00,DEBIT
T_FDW79WCX,1404.15,2025-01-02T12:15:00,TRANSFER
T_9212PGYM,273.79,2025-01-02T12:20:00,DEBIT
T_KZGGM0J3,1829.38,2025-01-02T12:29:00,TRANSFER
T_Q3TQ1S05,1241.37,2025-01-02T12:32:00,CREDIT
T_C83GY1FK,822.56,2025-01-02T12:37:00,TRANSFER
T_C4E5HRDU,1673.42,2025-01-02T12:43:00,CREDIT
T_JNVC7HR6,164.51,2025-01-02T12:45:00,DEBIT
T_ONZ3JBCK,1889.48,2025-01-02T12:54:00,TRANSFER
T_TGSIWG0O,215.5,2025-01-02T12:59:00,DEBIT
T_X5GGOMF9,888.81,2025-01-02T13:02:00,DEBIT
T_N1P0VUH1,1852.66,2025-01-02T13:07:00,DEBIT
T_ABKAE6A9,433.57,2025-01-02T13:12:00,TRANSFER
T_37SUUDQF,533.65,2025-01-02T13:19:00,TRANSFER
T_KUUHCLRR,1798.55,2025-01-02T13:24:00,TRANSFER
T_B3N27M5P,1860.84,2025-01-02T13:25:00,TRANSFER
T_VA1NKBTF,1007.29,2025-01-02T13:31:00,TRANSFER
T_981UDP2F,675.66,2025-01-02T13:38:00,CREDIT
T_ODS1EEUR,1306.24,2025-01-02T13:41:00,CREDIT
T_IC1L7DYP,699.87,2025-01-02T13:47:00,DEBIT
T_1GM32WP7,470.81,2025-01-02T13:52:00,TRANSFER
T_D0IWF3KM,1609.54,2025-01-02T13:57:00,DEBIT
T_HTHSJR0F,1399.02,2025-01-02T14:00:00,DEBIT
T_SJCHZJQ8,137.86,2025-01-02T14:07:00,CREDIT
T_MDK5N9SZ,1808.22,2025-01-02T14:13:00,CREDIT
T_H8UZB7KR,1490.06,2025-01-02T14:15:00,DEBIT
T_K99JCJN9,1980.77,2025-01-02T14:24:00,DEBIT
T_6XDN8WWI,484.52,2025-01-02T14:26:00,DEBIT
T_LTHET25L,1411.75,2025-01-02T14:34:00,TRANSFER
T_F77LU8EL,1759.88,2025-01-02T14:35:00,DEBIT
T_P767J2DG,1526.08,2025-01-02T14:44:00,CREDIT
T_WVIAC2E4,940.18,2025-01-02T14:47:00,TRANSFER
T_RFIO878I,1344.32,2025-01-02T14:51:00,TRANSFER
T_8PWY55P1,1217.82,2025-01-02T14:58:00,CREDIT
T_7UTXZBDQ,1756.15,2025-01-02T15:01:00,CREDIT
T_BN18GP51,575.4,2025-01-02T15:06:00,DEBIT
T_BSF3Q0E2,1876.0,2025-01-02T15:14:00,TRANSFER
T_QGVZHQJY,1814.79,2025-01-02T15:16:00,CREDIT
T_EQNSN2S8,760.46,2025-01-02T15:23:00,TRANSFER
T_M55FF1BL,1461.67,2025-01-02T15:28:00,DEBIT
T_68A1ARR3,1217.93,2025-01-02T15:33:00,TRANSFER
T_ROCVITWU,1651.38,2025-01-02T15:35:00,TRANSFER
T_MFBUVLDD,1987.5,2025-01-02T15:41:00,CREDIT
T_YV2GQU7D,602.09,2025-01-02T15:47:00,DEBIT
T_PTKEZJSS,1393.18,2025-01-02T15:54:00,TRANSFER
T_9TD0V2ZP,1696.36,2025-01-02T15:57:00,CREDIT
T_7WR0R35I,584.52,2025-01-02T16:01:00,TRANSFER
T_WE429OMU,1276.82,2025-01-02T16:05:00,CREDIT
T_JCKT1ELO,1140.0,2025-01-02T16:10:00,TRANSFER
T_MY62XRW6,1076.25,2025-01-02T16:17:00,DEBIT
T_7CSUYTAU,666.78,2025-01-02T16:22:00,TRANSFER
T_B9W4UOV5,1504.32,2025-01-02T16:27:00,CREDIT
T_D5N3KSGN,79.6,2025-01-02T16:31:00,TRANSFER
T_26FMR5LL,1540.12,2025-01-02T16:35:00,CREDIT
T_0QZSA7YV,178.72,2025-01-02T16:43:00,TRANSFER
T_XLUL6LGJ,641.7,2025-01-02T16:48:00,CREDIT
T_FE8UDTTJ,1886.84,2025-01-02T16:52:00,CREDIT
T_L6TBB6BN,176.81,2025-01-02T16:58:00,TRANSFER
T_V4ZWL3ZY,1069.3,2025-01-02T17:03:00,CREDIT
T_2ZDLX1Q8,291.72,2025-01-02T17:09:00,DEBIT
T_G7L4LRCE,959.91,2025-01-02T17:11:00,DEBIT
T_USOZDUCK,924.64,2025-01-02T17:19:00,DEBIT
T_T9NM3V2P,1575.72,2025-01-02T17:24:00,CREDIT
T_Y0Z4EVLD,893.21,2025-01-02T17:27:00,DEBIT
T_YV3LXCHF,1163.63,2025-01-02T17:30:00,TRANSFER
T_TOUHYLU6,612.58,2025-01-02T17:38:00,CREDIT
T_UWS44C68,6.68,2025-01-02T17:44:00,DEBIT
T_5IZOLNNT,1326.66,2025-01-02T17:48:00,TRANSFER
T_4MPK5EAX,292.27,2025-01-02T17:53:00,CREDIT
T_E346Z7WQ,851.13,2025-01-02T17:58:00,DEBIT
T_PAR0ZJ7U,71.76,2025-01-02T18:00:00,CREDIT
T_ERYF0992,932.55,2025-01-02T18:05:00,CREDIT
T_IWXYYTUW,1807.65,2025-01-02T18:14:00,TRANSFER
T_6ULM9KGZ,1197.28,2025-01-02T18:17:00,CREDIT
T_CRGB93WK,169.61,2025-01-02T18:24:00,TRANSFER
T_JWJJ0V60,1320.02,2025-01-02T18:27:00,TRANSFER
T_IGSB98V3,1676.04,2025-01-02T18:33:00,DEBIT
T_0GU4BJ3B,930.71,2025-01-02T18:38:00,DEBIT
